"Nombre","Descripción","Tipo","Dirección","Latitud","Longitud"
"Plaza de Toros la Maestranza","<p class=""rtejustify"" style="""">La Plaza de Toros de la Real Maestranza de Caballería de Sevilla es el coso taurino más antiguo de España. Sede de las corridas de toros que se realizan en el marco de la Feria de Abril de Sevilla, uno de los festejos taurinos más reconocidos en el mundo. Es considerada uno de los centros de atracción turística más populares de la ciudad y está entre los monumentos más visitados de la misma. Como plaza es una de las más difíciles del mundo por su disposición y características, además de su público, del cual se dice es de los más duros y difíciles entre la afición taurina. En 1749 se comienza la construcción de un coso circular en el monte del Baratillo en sustitución de la plaza de toros rectangular ubicada en el lugar. Posteriormente, en 1761, se acomete la construcción por ochavas (equivalente cada ochava a cuatro arcos). Son maestros de obra en esta primera etapa de construcción Francisco Sánchez de Aragón y Pedro y Vicente San Martín. La fachada interior de la plaza llamada Palco del Príncipe se concluye en 1765, este palco consta de dos cuerpos: la puerta de acceso a la plaza y por la que salen los toreros triunfadores, y el palco propiamente dicho, de uso exclusivo de la Familia Real.</p>
<p class=""rtejustify"" style="""">Está compuesto en su parte superior por cuatro arcos sobre los cuales descansa una bóveda de media naranja, que en su parte superior está recubierta por azulejos blancos y azules. El grupo escultórico que lo remata es obra del escultor portugués Cayetano de Acosta. El Palco fue realizado para el Infante de España, Felipe de Borbón, hijo de Felipe V e Isabel de Farnesio. Dada la prohibición de celebración de corridas de toros por parte de Carlos III en 1786, se paralizan las obras la cuales se dan por concluidas, aunque sólo se había construido un tercio de la plaza. De esta etapa es también el antiguo Palco de la Diputación posteriormente llamado de Ganaderos, situado sobre la puerta de toriles y frente al Palco del Príncipe. La cubierta de las gradas de la mitad de la plaza se termina transcurridos 34 años, a la izquierda y derecha del Palco del Príncipe; quedando abierta una panorámica de la Catedral y la Giralda desde la gradería, como quedó reflejado en gran número de estampas de la época. Para 1868 el Palco de la Diputación se encontraba en tan lamentable estado que se acomete la mejora del mismo, colocándosele nuevo suelo y una balaustrada de mármol, además del escudo de la Real Maestranza de Caballería, obra del escultor italiano Augusto Franchy. Se realiza además la construcción de cinco balcones a cada lado del Palco de la Diputación, donde actualmente se encuentra el reloj de la plaza.</p>
<p class=""rtejustify"" style="""">Finaliza en 1881 la construcción de la plaza cerrándose completamente la misma, quedando entonces construida en sus dos terceras partes en cantería y el resto en madera. Entre los años 1914 a 1915 se reforma el tendido en piedra sustituyéndolo por otro en ladrillo bajo la dirección del arquitecto sevillano Aníbal González. Se construyen de nuevo todos los tendidos con una pendiente más suave. El número de filas de tendido de sombra pasó de diez a doce y a catorce en los de sol, además de tres filas de barrera. En la parte superior del tendido de sombra, delante de los palcos, se edifica una fila de sillones de tendido. Ya por estas fechas comienzan a construirse viviendas adosadas a la plaza en torno a su perímetro, que continuarán construyéndose hasta la última intervención de Aníbal González en la denominada Casa de la Real Maestranza, con fachada al Paseo de Colón y unida a la Plaza mediante un elegante pasadizo o galería superior. Bien de Interés Cultural, la Plaza de Toros de la Real Maestranza de Caballería de Sevilla está catalogada como Monumento, según aparece publicado en el BOE con fecha de 1984.</p>
","Museos y Centros de Interpretación","Paseo de Cristóbal Colón, 12",37.385606,-5.998948
"Castillo de San Jorge (Punto de Información)","<div id=""stcpDiv"" style=""position: absolute; top: -1999px; left: -1988px;"">
<p class=""rtejustify"" style="""">Fue una fortificación medieval construida en el margen Oeste del Río Guadalquivir, en Sevilla, que fue usada también como sede y prisión de la Inquisición Española. Fue derribado en el siglo XIX para edificar un mercado de abastos. Actualmente en las ruinas subterráneas existe un centro museístico sobre el Castillo, la Inquisición Española y sobre la represión religiosa. Se encuentra en el barrio de Triana. Los visigodos crearon una fortificación en esa área junto al río para la defensa de la ciudad Spalis, nombre visigótico de Sevilla.</p>
<p class=""rtejustify"" style="""">Durante el dominio almohade, en 1171, Jucef Abu Jacub, rey de Isbilia, ordena la construcción en esa zona del río de un puente flotante sobre una hilera de barcas para unir las orillas Este y Oeste, el Puente de Barcas. Las cadenas de ese puente estarían unidas al entonces llamado Castillo de Gabir. Además, el mismo año el rey canalizó el agua del Guadalquivir desde el Castillo hasta el interior de la ciudad, gastando una suma de dinero inmensa. Fernando III de Castilla, con la ayuda de la flota de Simón Bonifaz, rompería las cadenas y con ella la barrera del puente. Esto ayudaría a Fernando III a tomar la ciudad en 1248. Desde dicha toma y hasta 1280 el Castillo pertenecería a la Orden Militar de San Jorge, patrón de los caballeros y los soldados. La importancia defensiva del Castillo fue disminuyendo con los siglos y en 1481 se convertiría en sede de la Inquisición Española, que lo abandonaría en 1626 debido al continuo deterioro de sus muros a causa de las fuertes crecidas del río. Tras esto, fue cedido al Conde Duque de Olivares, el cual se ocupó de sus reparaciones y cuidados y de la vigilancia sobre las mercaderías realizadas a sus puertas.</p>
<p class=""rtejustify"" style="""">En 1639 volvería a ser de la Inquisición hasta su marcha definitiva en 1785. En el siglo XIX el Castillo fue demolido para crear un ensanche desde la Plaza del Altozano hasta la Calle Castilla y para la edificación sobre él de un mercado de abastos. En 1823 se instala en el solar del Castillo el Mercado de Triana, que ha seguido en funcionamiento hasta la actualidad con sucesivas reformas. Bajo el Mercado se llevaron a cabo numerosas excavaciones arqueológicas, que concluyeron en la necesidad de musealizar los restos. En 2009 el Ayuntamiento de Sevilla inaugura el proyecto del Castillo de San Jorge, creando así un centro de interpretación de las ruinas y de la represión religiosa que supuso la Inquisición Española. En 1805 Beethoven estrena su ópera Fidelio, sobre una prisión sevillana donde a finales del siglo XVIII existen presos de conciencia. Si bien no lo nombra específicamente en el texto, es muy probable que el compositor se estuviera refiriendo al Castillo de San Jorge. En los últimos años Sevilla ha intentado poner en valor su pasado operístico con la iniciativa Sevilla Ciudad de Ópera , y esto ha incluido la inserción del Castillo en recorridos turísticos sobre la herencia operística de Sevilla y la colocación de una placa conmemorativa en el lugar.</p>
- See more at: http://www.visitasevilla.es/es/lugar-interes/castillo-de-san-jorge-centro-tematico-de-la-tolerancia#sthash.KyvPGn9Q.dpuf<br />
<p>Fue una fortificación medieval construida en el margen Oeste del Río Guadalquivir, en Sevilla, que fue usada también como sede y prisión de la Inquisición Española. Fue derribado en el siglo XIX para edificar un mercado de abastos. Actualmente en las ruinas subterráneas existe un centro museístico sobre el Castillo, la Inquisición Española y sobre la represión religiosa. Se encuentra en el barrio de Triana.</p>
<p>&nbsp;</p>
<p>Los visigodos crearon una fortificación en esa área junto al río para la defensa de la ciudad Spalis. En 1171, Jucef Abu Jacub, rey de Isbilia, ordena la construcción en esa zona del río de un puente flotante sobre una hilera de barcas para unir las orillas Este y Oeste. El mismo año el rey canalizó el agua del Guadalquivir desde el Castillo hasta el interior de la ciudad. Fernando III de Castilla rompería las cadenas y con ella la barrera del puente. Esto ayudaría a Fernando III a tomar la ciudad en 1248.</p>
<p>&nbsp;</p>
<p>La importancia defensiva del Castillo fue disminuyendo con los siglos y en 1481 se convertiría en sede de la Inquisición Española, que lo abandonaría en 1626.Tras esto, fue cedido al Conde Duque de Olivares. En 1639 volvería a ser de la Inquisición hasta su marcha definitiva en 1785. En el siglo XIX el Castillo fue demolido para crear un ensanche desde la Plaza del Altozano hasta la Calle Castilla</p>
<p>&nbsp;</p>
<p>En 1823 se instala en el solar del Castillo el Mercado de Triana, que ha seguido en funcionamiento hasta la actualidad. En 2009 el Ayuntamiento de Sevilla inaugura el proyecto del Castillo de San Jorge, creando así un centro de interpretación de las ruinas y de la represión religiosa que supuso la Inquisición Española.</p>
<p>&nbsp;</p>
<p>(En 1805 Beethoven estrena su ópera Fidelio, sobre una prisión sevillana donde a finales del siglo XVIII existen presos de conciencia. Si bien no lo nombra específicamente en el texto, es muy probable que el compositor se estuviera refiriendo al Castillo de San Jorge).Fue una fortificación medieval construida en el margen Oeste del Río Guadalquivir, en Sevilla, que fue usada también como sede y prisión de la Inquisición Española. Fue derribado en el siglo XIX para edificar un mercado de abastos. Actualmente en las ruinas subterráneas existe un centro museístico sobre el Castillo, la Inquisición Española y sobre la represión religiosa. Se encuentra en el barrio de Triana.Los visigodos crearon una fortificación en esa área junto al río para la defensa de la ciudad Spalis. En 1171, Jucef Abu Jacub, rey de Isbilia, ordena la construcción en esa zona del río de un puente flotante sobre una hilera de barcas para unir las orillas Este y Oeste. El mismo año el rey canalizó el agua del Guadalquivir desde el Castillo hasta el interior de la ciudad. Fernando III de Castilla rompería las cadenas y con ella la barrera del puente. Esto ayudaría a Fernando III a tomar la ciudad en 1248</p>
</div>
<p>La importancia defensiva del Castillo fue disminuyendo con los siglos y en 1481 se convertiría en sede de la Inquisición Española, que lo abandonaría en 1626.Tras esto, fue cedido al Conde Duque de Olivares. En 1639 volvería a ser de la Inquisición hasta su marcha definitiva en 1785. En el siglo XIX el Castillo fue demolido para crear un ensanche desde la Plaza del Altozano hasta la Calle Castilla</p>
<p>En 1823 se instala en el solar del Castillo el Mercado de Triana, que ha seguido en funcionamiento hasta la actualidad. En 2009 el Ayuntamiento de Sevilla inaugura el proyecto del Castillo de San Jorge, creando así un centro de interpretación de las ruinas y de la represión religiosa que supuso la Inquisición Española.</p>
<p>(En 1805 Beethoven estrena su ópera Fidelio, sobre una prisión sevillana donde a finales del siglo XVIII existen presos de conciencia. Si bien no lo nombra específicamente en el texto, es muy probable que el compositor se estuviera refiriendo al Castillo de San Jorge).</p>
","Museos y Centros de Interpretación","Plaza del Altozano, s/n. Mercado de Abastos de Triana",37.385537,-6.003191
"Museo de Baile Flamenco","<p>El Museo del Baile Flamenco de Sevilla, está situado en pleno centro de la ciudad, en el Barrio de Santa Cruz; entre la conocida Plaza de la Alfalfa y la Catedral. La práctica totalidad del Museo, está dedicado a una de las expresiones artísticas que más arraigo e importancia ha tenido en la cultura de Andalucía, como es el baile Flamenco. Es el primer, y único museo en el mundo conocido hasta la fecha, dedicado a dicho arte.<br />
Visitantes de todas las partes del mundo, vienen a conocer de cerca los orígenes y evolución de una tradición y cultura centenaria. La creación del Museo se debe a la iniciativa de la bailaora sevillana Cristina Hoyos. Tras unas obras de remodelación sobre un edificio que data del siglo XVIII, el Museo se inaugura el día 7 de abril de 2006. Se compone de un espacio divido en cuatro plantas, cuyo sótano es también un elemento característico, y en donde se ha conservado el ambiente inicial del edificio.<br />
En la planta baja, se encuentra un típico patio andaluz de estilo ecijano, que es de los pocos que quedan en Sevilla. En él, se ofrecen espectáculos de Flamenco, y de otros estilos y variantes que tengan algún tipo de vínculo con el baile Flamenco.</p>
","Museos y Centros de Interpretación","Calle de Manuel Rojas Marcos, 3",37.388939,-5.99125
"Museo de arte y Costumbres Populares","<p class=""rtejustify"" style="""">Precio: 1,5 €. Gratuito para ciudadanos UE acreditados, estudiantes con carnet internacional<br />
Costumbres Populares de Sevilla, está localizado en el Parque de María Luisa, dentro de la Plaza de América. Ocupa el Pabellón Mudéjar, edificio construido en 1914, por el arquitecto Aníbal González. con motivo de la Exposición Iberoamericana de Sevilla (1929). Comprende un espacio de 5496 m² para exposición permanente y servicios.<br />
De estilo mudéjar, está construido en ladrillo visto con aplicaciones de cerámica repleta de motivos llenos de fantasía Durante la Exposición Iberoamericana era conocido como “Pabellón de Arte Antiguo”. En 1972 se realizaron reformas. Sus funciones como museo se desarrollan desde el 4 de marzo de 1973, fecha en que abre sus puertas al público. La Planta Primera y la Planta Semisótano son las equipadas como museo.<br />
También está equipado con una Sala de Audiovisuales, una Sala de Conferencias. La colección de Cerámica Popular Andaluza que posee el museo, es una de las más completa existente en Europa junto a la existente en el Museo de Hamburgo.<br />
En 2001 la Dirección General de Bienes Culturales de la Consejería de Cultura adquiere la Colección etnográfica Apelluz, compuesta por 168 piezas de distintos materiales y carácter etnográfico. Entre las últimas adquisiciones se puede contar con la realizada por la Consejería de Cultura a principios de 2005 .</p>
","Museos y Centros de Interpretación","Plaza América s/n",37.371948,-5.987774
"Museo Histórico Militar","<p>El Museo Histórico Militar de Sevilla, también llamado Museo Militar Regional, es un museo ubicado en la Plaza de España de Sevilla, su acceso está junto a la Puerta de Aragón en el interior de la famosa plaza. Inaugurado el 18 de diciembre de1992, está situado entre la Torre Norte y la Puerta de Aragón.</p>
<p>Entre enero y junio del año 2000 fue reformado y se le dotó de dos nuevas plantas. Aunque gran parte de los fondos que en él se encuentran provienen de la Antigua Maestranza de Artillería de Sevilla a los que se añadieron con el tiempo piezas de la Pirotecnia Militar y otras originarias de diferentes unidades, centros y organismos de la Región Militar Sur, su contenido es muy dispar, pudiéndose encontrar desde maquetas hasta despachos militares históricos que se encontraban en distintos puntos de la ciudad de Sevilla, así como micrófonos de radio.</p>
<p>Servicios: Biblioteca, Salón Audiovisual, Salón de Actos, Taller de Restauración, Visitas Guiadas.</p>
","Museos y Centros de Interpretación","Avenida de Portugal, s/n. Plaza de España, Puerta de Aragón",37.378402,-5.987731
"Museo del Carruaje","<p>El Museo de Carruajes de Sevilla se encuentra situado en el antiguo Convento de Los Remedios, en el barrio sevillano del mismo nombre. Se divide en cuatro dependencias temáticas. En la entrada el visitante podrá encontrar tres carros de campo y trabajo. La segunda sala se dedica al coche urbano y alberga carruajes de paseo y viaje. En la tercera sala, el espacio lo ocupan carruajes deportivos y de caza, así como una colección de arneses y lanzas para enganchar los carros, mientras que la cuarta sala trata del enganche y del caballo. Entre los valiosos carruajes que pueden contemplarse destaca, por su antigüedad y valor, la berlina de lujo de la Hermandad del Sagrario, antes situada en las caballerizas de los Reales Alcázares. El Museo tiene también contenidos formativos a través de audiovisuales, que narran la historia y distintos aspectos de los carruajes. Es también la sede del Real Club de Enganches de Andalucía. En su interior podremos ver una selección de todo tipo de carruajes tirados por caballos desde el Spider hasta el Tilbury.</p>
","Museos y Centros de Interpretación","Plaza de Cuba s/n",37.37951,-5.996937
"Monasterio de la Cartuja y CAAC Arte Moderno","<p>Entrada gratuita: Martes-viernes: 19.00-21.00 h. y Sábado: 11.00 -21.00 h.<br />
Antes de pasar a ser terreno monástico, los almohades en el siglo XII le dieron uso ubicando en el lugar hornos alfareros de cocción aprovechando su situación junto al río y dada la existente abundancia de arcillas que la extraían labrando cuevas (más tarde continuarían con la extracción de arcilla también los alfareros de Triana), y existe una leyenda de alrededor del año 1248 que cuenta que se halló una imagen de la Virgen María en una de las cuevas (se supone que la escondieron durante la época musulmana), a partir de entonces se construye la Ermita Santa María de las Cuevas para venerar el icono, a finales del siglo XIV, era dirigida por la Orden Franciscana. Con el tiempo aumentó la devoción hasta llegado el año 1400 en que cambia a Monasterio, fundado por el entonces Arzobispo de Sevilla, don Gonzalo de Mena (fallecido al año siguiente debido a una epidemia) ayudado por el noble Ruy González de Medina, los franciscanos fueron trasladados al Aljarafe y al terreno se añadieron extensas propiedades. Al ser miembro de una de las familias de más renombre dejó huella en el monumento plasmando el escudo heráldico familiar en las entradas y principales estancias. La muerte del Arzobispo deja el conjunto en una difícil situación pues los fondos donados por Gonzalo de Mena fueron utilizados por el regente don Fernando de Antequera (durante la infancia de Juan II) para sufragar sus campañas militares. Años más tarde, otro miembro de la aristocracia sevillana, el Adelantado Mayor don Perafán de Ribera, de la Casa de Alcalá, subvencionó la construcción de la iglesia y se responsabilizó del mantenimiento del monasterio siempre que tuviera derecho a ser enterrado en el edificio y sus armas heráldicas ocuparan el lugar de las del Arzobispo. También la familia de los Veraguas aportó bienes para su supervivencia. A finales del siglo XV se establece en el monasterio la Orden de los Cartujos, fundada por San Bruno, el cual fundó la primera cartuja en 1084 en las montañas del macizo de La Chartreuse de Francia.</p>
","Museos y Centros de Interpretación","Calle Américo Vespucio, 2",37.398443,-6.00891
"Museo de Bellas Artes","<p>Lunes cerrado.<br />
Precio: 1.5€. Gratuito para ciudadanos UE acreditados, estudiantes con carnet internacional.<br />
Fue instituido en septiembre del año 1835 e inaugurado oficialmente en 1841. Se ubica en la llamada Plaza del Museo, que está presidida por una escultura dedicada a Bartolomé Esteban Murillo. Es un museo fundamental para conocer tanto la pintura barroca sevillana, especialmente de Zurbarán, Murillo y Valdés Leal, como la pintura andaluza del siglo XIX. El edificio que en la actualidad alberga el Museo se construyó en un principio como convento de la Merced, para la Orden de la Merced Calzada de la Asunción, fundada por san Pedro Nolasco en época de Fernando III. Este rey, tras la reconquista de la ciudad, cedió unas tierras con la finalidad de levantar el edificio conventual, que por la época de su construcción era de estilo mudéjar. Tras unas remodelaciones promovidas en el siglo XVII por Fray Alonso de Monroy (General de la Orden desde 1602) y ejecutadas por el arquitecto y escultor Juan de Oviedo y de la Bandera a partir de 1603, se comienza el edificio que actualmente contemplamos, después de derribar el antiguo Convento que ocupaba el solar, terminándose la obra principal en 1612, si bien la obra no concluyó definitivamente hasta 50 años más tarde, resultando de ello un edificio de estilo manierista andaluz, del que es uno de sus principales referentes. En 1625, el dramaturgo Tirso de Molina, perteneciente a la Orden de la Merced, fue desterrado de Madrid a Sevilla por dictamen de la Junta de Reformación, residiendo en este antiguo Convento de la Merced. La Orden que ocupaba el edificio fue expulsada en 1835, tras la desamortización de Mendizábal. En 1839 pasó a ser museo. Desde esa fecha ha sido modificado estructuralmente en tres ocasiones: en primer lugar, entre 1868 y 1898 en que se restauraron las arquerías y muros del piso primero, el solado de los claustros y alicatado con azulejos de otros conventos desamortizados; por segunda vez se retocó entre 1942 y 1945. En esta ocasión se actuó sobre la antigua sacristía, que pasó a convertirse en el patio de las Conchas y sobre la fachada principal, que cambió de lugar, cerrándose la portada barroca por la que se accedía anteriormente. La tercera vez que sufrió una modificación fue entre 1985 y 1993, en que se rehabilitó en su totalidad y acondicionó realmente para que sirviera como museo, rigiéndose por las exigencias existentes para ello.</p>
","Museos y Centros de Interpretación","Plaza del Museo, 9",37.392621,-5.99964
"Museo-Palacio de la Condesa de Lebrija","<p>Precio:5euros planta baja.8euros ambas plantas (incluye visita guiada planta baja).&nbsp;Las visitas en grupo deben ser concertadas. Gratis:Lunes, planta baja en dos pases 10.00 - 11.00 h. visitas individuales hasta completar aforo. A partir de las 12.00h. se venderán los tickets de la planta baja y ambas plantas.</p>
<p>Data del siglo XVI y lo más característico es la impresionante colección de mosaicos romanos, que pavimentan prácticamente toda la planta baja, por lo que es considerada la ""casa-palacio mejor pavimentada de Europa"". Tiene una superficie de aproximadamente 2.500 m² repartida en dos plantas. Presenta una portada de dos cuerpos, labrada en mármol, con pilastras en los lados de la planta baja. Se accede a un zaguán con techumbre de madera, separado por una amplia reja de hierro dorado y policromado. La solería del pavimento constituye uno de los elementos más destacados del palacio, se trata de un opus sectile compuesto por mármoles romanos polícromos. Es destacable también la gran colección de azulejería de toda la casa, que data desde el siglo XVI. En el patio central, destacan las yeserías que adornan arcos con columnas de mármol, y el mosaico romano que data del siglo II y III. Este mosaico apareció en terrenos propiedad de la condesa, concretamente en el olivar de los Palacios. El medallón central representa al Dios Pan con la flauta, enamorado de Galatea, a la cual dedica sus sones y cantos, ocho medallones representan escenas de las aventuras amorosas de Zeus y en las esquinas se encuentra la representación de las estaciones del año. Sus paredes son un auténtico muestrario de estilos arquitectónicos poseyendo elementos como arcos de traza árabe, adornos platerescos, zócalos de azulejos procedentes de un convento en ruinas, artesonado de un palacio del siglo XVI, un friso renacentista, la fachada y planta al estilo andaluz sevillano. La planta baja está compuesta por varios salones y patios donde se encuentran los restos arqueológicos y colecciones. En la planta alta se muestran las estancias mantenidas tal como vivía la familia, hasta que falleció el último Conde de Lebrija en 1999. En esta planta se exponen asimismo los objetos comprados por la condensa durante sus viajes. También posee una amplia biblioteca con un número superior a 4.000 volúmenes.</p>
","Museos y Centros de Interpretación","Calle Cuna, 8",37.392348,-5.993654
"Museo Arqueologico","<div>
Entrada:1.5€. Ciudadanos UE:gratis<br />
El Museo Arqueológico de Sevilla tiene sus orígenes a finales del siglo XIX, cuando se gesta una colección pública de antigüedades, la mayoría de ella extraídas de la ciudad romana Itálica. No será hasta mediados de la siguiente centuria cuando se consolide &nbsp;y se amplíe con el traslado desde el antiguo Convento de la Merced a su actual sede: el pabellón de Bellas Artes creado por Aníbal González para la Exposición Iberoamericana de 1929, cedido por el Ayuntamiento de Sevilla.</div>
<div>
El Museo consta de tres plantas:</div>
<div>
En el sótano se abren al público diez salas con la exposición de los testimonios materiales de las distintas sociedades que se sucedieron en el territorio de la actual provincia de Sevilla, a lo largo de la Prehistoria y la Protohistoria.</div>
<div>
La &nbsp;planta baja, con dieciocho salas, recoge la Época Romana, la Antigüedad Tardía y la Edad Media hasta concluir con la Edad Moderna.</div>
<div>
En la planta alta se ubican la Biblioteca, las Salas de Exposiciones Temporales, el Salón de Actos y las zonas de trabajo interno: Dirección, Administración, Investigación, Conservación, Restauración y Difusión.</div>
<div>
Principales colecciones: Prehistoria, Protohistoria, destacando el período del Bronce Final, con testimonios de las culturas fenicia y tartesia. Colecciones romanas procedentes en su mayoría de Itálica, con una importante muestra de estatuaria de época de Adriano. Cuenta con piezas medievales, visigodas e islámicas.</div>
<div>
Actualmente se encuentra en la primera planta la Sala Monográfica dedicada al Tesoro del Carambolo.</div>
<div>
&nbsp;</div>
","Museos y Centros de Interpretación","Plaza de América, s/n",37.371163,-5.987291
"Antiquarium","<p>&nbsp;</p>
<p>El Antiquarium es un museo arqueológico ubicado en elsubsuelo de Metropol Parasol de la plaza de la Encarnación.</p>
<p>Fue inaugurado el 27 de marzo de 2011 y se compone del yacimiento arqueológico más importante que se conserva de la etapa romana de Sevilla, que fue hallado tras una primera excavación en la plaza en los años 1990 con el fin de construir un aparcamiento subterráneo y remodelar la plaza, proyecto que fue abortado tras el hallazgo.</p>
<p>Dentro del conjunto se halla la zona correspondiente a los siglos I al VI, que pertenece a la etapa romana, en la que destacan losmosaicos de la Casa Romana, la Casa de la Ninfa y la Casa de Baco, así como un mural de tres metros en el Patio del Océano. Cuenta además con la Casa de la Columna, que contiene el mosaico de la medusa, la Casa de las Basas, la Casa del Sigma, la Casa de la Noria y el Hospitium de los Delfines. Una segunda zona corresponde a la época andalusí de la ciudad (siglos XII-XIII), en la que destaca una casa islámica almohade. Además, conserva información de la EdadMedia, Edad Moderna y Edad Contemporánea.</p>
<p>El espacio cuenta con una superficie diáfana de 4.879 metros cuadrados y se presenta como un centro de interpretación de la historia de Sevilla. Su proyecto fue realizado por el arquitecto Felipe Palomino González y es gestionado por el Patronato del Real Alcázar.</p>
","Museos y Centros de Interpretación","Plaza de la Encarnación",37.392828,-5.992141
"Pabellón de la Navegación","<p class=""rtejustify"">Precio:4.90€.Reducida:3.5€(niños 2-14años,&gt;65 y grupos + 15 pax.Gratis &lt;2 años.El Pabellón de la Navegación&nbsp;es un pabellón construido para la Exposición universal de Sevilla en 1992, proyectado por el arquitecto Guillermo Vázquez Consuegra, arquitecto sevillano de fama internacional, que con éste recibió una mención de edificación en la II Bienal de Arquitectura Española. El Pabellón de la Navegación fue dedicado a las expediciones científicas y a los descubrimientos y avances en la técnica naval. En algunas de sus salas se recreaba el ambiente interior de un barco en la época de Colón, tales como la bodega o la cubierta. Constituyó uno de los pabellones más visitados de toda la Exposición.</p>
","Museos y Centros de Interpretación","Camino de los Descubrimientos, 2 (Isla de la Cartuja)",37.393687,-6.007547
"Museo Taurino Plaza de Toros","<p class=""rtejustify"" style="""">Precio: 7€. Jubilados, pensionistas y estudiantes: 4 € Niños de 7 a 11 años sin cumplir: 3 €. Niños de 0 a 6 años cumplidos: gratis. Gratis: Lunes de 15 a 19 h. Plazas limitadas.</p>
<p class=""rtejustify"" style="""">La Plaza de Toros de la Real Maestranza de Caballería de Sevilla es el coso taurino más antiguo de España. Sede de las corridas de toros que se realizan en el marco de la Feria de Abril de Sevilla, uno de los festejos taurinos más reconocidos en el mundo. Es considerada uno de los centros de atracción turística más populares de la ciudad y está entre los monumentos más visitados de la misma. Como plaza es una de las más difíciles del mundo por su disposición y características, además de su público, del cual se dice es de los más duros y difíciles entre la afición taurina. En 1749 se comienza la construcción de un coso circular en el monte del Baratillo en sustitución de la plaza de toros rectangular ubicada en el lugar. Posteriormente, en 1761, se acomete la construcción por ochavas (equivalente cada ochava a cuatro arcos). Son maestros de obra en esta primera etapa de construcción Francisco Sánchez de Aragón y Pedro y Vicente San Martín.</p>
<p class=""rtejustify"" style="""">La fachada interior de la plaza llamada Palco del Príncipe se concluye en 1765, este palco consta de dos cuerpos: la puerta de acceso a la plaza y por la que salen los toreros triunfadores, y el palco propiamente dicho, de uso exclusivo de la Familia Real. Está compuesto en su parte superior por cuatro arcos sobre los cuales descansa una bóveda de media naranja, que en su parte superior está recubierta por azulejos blancos y azules. El grupo escultórico que lo remata es obra del escultor portugués Cayetano de Acosta. El Palco fue realizado para el Infante de España, Felipe de Borbón, hijo de Felipe V e Isabel de Farnesio. Dada la prohibición de celebración de corridas de toros por parte de Carlos III en 1786, se paralizan las obras la cuales se dan por concluidas, aunque sólo se había construido un tercio de la plaza. De esta etapa es también el antiguo Palco de la Diputación posteriormente llamado de Ganaderos, situado sobre la puerta de toriles y frente al Palco del Príncipe.</p>
<p class=""rtejustify"" style="""">La cubierta de las gradas de la mitad de la plaza se termina transcurridos 34 años, a la izquierda y derecha del Palco del Príncipe; quedando abierta una panorámica de la Catedral y la Giralda desde la gradería, como quedó reflejado en gran número de estampas de la época. Para 1868 el Palco de la Diputación se encontraba en tan lamentable estado que se acomete la mejora del mismo, colocándosele nuevo suelo y una balaustrada de mármol, además del escudo de la Real Maestranza de Caballería, obra del escultor italiano Augusto Franchy. Se realiza además la construcción de cinco balcones a cada lado del Palco de la Diputación, donde actualmente se encuentra el reloj de la plaza. Finaliza en 1881 la construcción de la plaza cerrándose completamente la misma, quedando entonces construida en sus dos terceras partes en cantería y el resto en madera. Entre los años 1914 a 1915 se reforma el tendido en piedra sustituyéndolo por otro en ladrillo bajo la dirección del arquitecto sevillano Aníbal González.</p>
<p class=""rtejustify"" style="""">Se construyen de nuevo todos los tendidos con una pendiente más suave. El número de filas de tendido de sombra pasó de diez a doce y a catorce en los de sol, además de tres filas de barrera. En la parte superior del tendido de sombra, delante de los palcos, se edifica una fila de sillones de tendido. Ya por estas fechas comienzan a construirse viviendas adosadas a la plaza en torno a su perímetro, que continuarán construyéndose hasta la última intervención de Aníbal González en la denominada Casa de la Real Maestranza, con fachada al Paseo de Colón y unida a la Plaza mediante un elegante pasadizo o galería superior. Bien de Interés Cultural, la Plaza de Toros de la Real Maestranza de Caballería de Sevilla está catalogada como Monumento, según aparece publicado en el BOE con fecha de 1984.</p>
","Museos y Centros de Interpretación","Paseo de Cristóbal Colón, 12",37.385836,-5.999109
