idpoi,title,layer,type,tipo,subcategoria,address,postcode,phone,web,description,image_uri,lat,lon,mp3_uri,lang
8764,Komo en Kasa de Lola,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Ricardo Mella, 107",36213,986238830,,Especialidad en asado de carnes.,http://www.turismodevigo.org/sites/turismodevigo/files/res009.jpg,42.2001113716884,-8.76791317604665,,es-ES
8765,A Videira,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Celso Emilio Ferreiro, 11",36203,986412787,,Tiene capacidad para 33 comensales. Permanece cerrado los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res010.jpg,42.2327253409276,-8.72422442978063,,es-ES
8766,Abuelo Albino,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Salamanca, 2",36211,986482089,,Tiene capacidad para 33 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res012.jpg,42.2240358246082,-8.72846815370208,,es-ES
8770,As Cangas,restaurantes,7,Cocina gallega,Restaurante de 1 Tenedor,"Talude, 3",36205,986281607,www.sidreriaascangas.com,Tiene capacidad para 30 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res018.jpg,42.2308911149409,-8.70821454978346,,es-ES
8787,Dalhaisal,restaurantes,7,Cocina gallega,Restaurante de 1 Tenedor,"Manuel de Castro, 9",36210,986244329,,Especialidad en comida casera e todo tipo de arroces. Permanece cerrado los domingos e los lunes por la noche.,http://www.turismodevigo.org/sites/turismodevigo/files/res036.jpg,42.2136828801566,-8.74098591210982,,es-ES
8784,Bogavante,restaurantes,60,Marisquería,Restaurante de 1 Tenedor,"Pescadería, 4",36875,986227264,,Tiene capacidad para 32 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res033.jpg,42.2398092639837,-8.72578398335664,,es-ES
8799,Casa Manel,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Igrexa Roteas, 4",36201,986460228,,Tiene capacidad para 60 comensales.,,42.1822734051812,-8.80180923336492,,es-ES
8800,Casa Marco,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. García Barbón, nº 123 bajo",36201,986225110,,Tiene capacidad para 48 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res052.jpg,42.2382945308089,-8.71047448156997,,es-ES
8801,Casa Pepe,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Colombia, 11",36204,986419617,,Tiene capacidad para 50 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res053.jpg,42.2307724568007,-8.71155203373478,,es-ES
8802,Casa Ramón,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Travesía Barciela, 5",36208,986233126,,Tiene capacidad para 20 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res054.jpg,42.2236538361563,-8.74112825828907,,es-ES
8803,Casa Sánchez,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Oporto, 9",36201,986225032,,Tiene capacidad para 25 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res055.jpg,42.2382384255368,-8.71638176477986,,es-ES
8804,Casa Soutomaeor,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Manuel Núñez, 8",36203,986229547,www.soutomaeor.atagalicia.com,Especialidades en comida tradicional gallega. Tiene capacidad para 40 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res056.jpg,42.2348401588391,-8.72076270159845,,es-ES
8805,Casa Villamandos,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,Troncal - Nave Cash Record s/n,36207,986263256,,Tiene capacidad para 40 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res057.jpg,42.2417957475396,-8.6961083310746,,es-ES
8806,Casavella,restaurantes,7,Cocina gallega,Restaurante de 1 Tenedor,"Pescadería, 1, bajo derecha",36202,986227244,www.restaurantecasavella.com,Tiene capacidad para 30 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res058.jpg,42.2398556914793,-8.72570794782944,,es-ES
8807,Central Pork,restaurantes,7,Cocina gallega,Restaurante de 1 Tenedor,"Vía Norte, 40",36204,986410843,,Tiene capacidad para 75 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res059.jpg,42.2345074575488,-8.71019089334244,,es-ES
8808,Centro,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,Manuel Núñez,36203,986220929,,Tiene capacidad para 72 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res060.jpg,42.234811,-8.720638,,es-ES
8798,Casa Hong,restaurantes,10,Otros,Restaurante de 1 Tenedor,"Avda. Gran Vía 90, baixo",36203,986421522,,Tiene capacidad para 84 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res050.jpg,42.2262233444803,-8.72164193466223,,es-ES
8797,Casa Dalmiro,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"México, 12-Bajo",36204,986138186,www.casadalmiro.es,Tiene capacidad para 21 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res049.jpg,42.233459209843,-8.71527999945408,,es-ES
8796,Casa Bonin,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Oporto, 2",36201,986439197,,Tiene capacidad para 12 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res046.jpg,42.238881,-8.716754,,es-ES
8785,Borsalino,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Burgos, 46",36205,986373429,,Tiene capacidad para 33 comensales. Permanece cerrado los martes.,http://www.turismodevigo.org/sites/turismodevigo/files/res034.jpg,42.2289594664037,-8.70018740483114,,es-ES
8786,Botón de Ancla,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Avda. del Aeropuerto, 772",36318,986269910,,Tiene capacidad para 507 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res035.jpg,42.2234803517346,-8.6389118341247,,es-ES
8788,Buraquiño,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Covadonga, 9",36208,986237227,,Tiene capacidad para 32 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res037.jpg,42.224717404421,-8.75145640003669,,es-ES
8789,Camping Canido,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Canido Praia, 151",36202,986462072,www.campingcanido.es,Tiene capacidad para 14 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res038.jpg,42.1938570717259,-8.79651050054583,,es-ES
8790,Candilejas,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. Camelias, 18",36202,986410894,,Tiene capacidad para 30 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res039.jpg,42.233042875232,-8.72939229517806,,es-ES
8791,Canto da Area,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Canido-Plaea, 189",36390,986460540,,Tiene capacidad para 30 comensales. Permanece cerrado los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res040.jpg,42.1934986660353,-8.79705834787059,,es-ES
8792,Lagharto Pintado,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Rosalía de Castro, 8",36201,986108858,,Tiene capacidad para 68 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res041.jpg,42.2381225994982,-8.71916989960344,,es-ES
8793,Carballino,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. Atlántica, 66",36208,986240698,,Tiene capacidad para 44 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res043.jpg,42.22175164182,-8.75889287285635,,es-ES
8794,O Pescador,restaurantes,60,Marisquería,Restaurante de 1 Tenedor,"Ribeira do Berbés, 25 bajo",36202,986223068,www.o-pescador.com,Tiene capacidad para 32 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res044.jpg,42.2374329104977,-8.72912510797519,,es-ES
8795,Casa Antonio,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Real, 40",36202,986223052,,Tiene capacidad para 20 comensales.,,42.2384881598575,-8.72856367515771,,es-ES
8759,A Bodega de San Miguel,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. Cesáreo Vázquez, 63",36390,986490481,,"Tapas variadas, arroces, mariscos, carnes, pescados.",http://www.turismodevigo.org/sites/turismodevigo/files/res003.jpg,42.1808613441892,-8.8028232947204,,es-ES
8825,Asador El Buche,restaurantes,58,Asador,Restaurante de 1 Tenedor,"Pardiña, 48",36208,633569036,https://www.facebook.com/Asador-El-Buche-168164673846913/,Parrillada especializada en carnes argentinas.,http://www.turismodevigo.org/sites/turismodevigo/files/res084.jpg,42.2194140610455,-8.75612636728697,,es-ES
